編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
32,32,76989526,虹豪油漆工程行,F營造業(其他專門營造業),墜落、滾落,1,泰嘉開發建設股份有限公司,28291401,高雄市楠梓區援中段一小段287地號新建工程(油漆工程),地下室2樓往3樓之車道補漆作業,,高雄市楠梓區援中段一小段287地號,高雄市政府勞工局勞動檢查處,2018,2018-11-21,是,09
33,33,,豐翊工程有限公司,C製造業(預拌混凝土製造業),感電,1,-,,地磅荷重元檢修更換作業,地磅荷重元維修孔作業區,,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-11-19,否,03
34,34,84660997,偉唐營造有限公司,F營造業(建築工程業),墜落、滾落,1,新合發冷凍食品股份有限公司,53031827,新合發冷凍食品股份有限公司2廠新建工程,建築物屋突層約3.4公尺施工架,,宜蘭縣五結鄉利工2路77號工區,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-11-17,是,01
35,35,86144630,赫仕建築物管理維護股份有限公司,N支援服務業(建築物一般清潔服務業),墜落、滾落,1,學學國際文化創意股份有限公司,27771542,,學學國際文化創意事業股份有限公司建築物大樓一樓採光罩玻璃,,,臺北市勞動檢查處,2018,2018-11-17,否,04
36,36,,楊○○,F營造業(建物完工裝修工程業),墜落、滾落,1,陳○○,,住宅修繕工程,於高度約4.18公尺屋頂之屋脊上拆除烤漆鋼板時，而由該處墜落至地面。,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-11-16,否,02
37,37,,量能影業有限公司,J資訊及通訊傳播業(影片及電視節目發行業),墜落、滾落,1,-,,-,麗寶國際賽車場,2272,臺中市后里區月眉東路一段185號,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-11-16,是,02
38,38,,天瀚營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,漢鼎建設有限公司,,漢鼎興豐段集合住宅新建工程,B棟屋突2層電梯坑井,,桃園市八德區仁德一路125號對面工地,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-11-15,是,01
39,39,,劉OO,F營造業(建物完工裝修工程業),墜落、滾落,1,呂OO,,呂OO民宅室外遮雨棚更新工程,遮雨棚,,,桃園市政府勞動檢查處,2018,2018-11-14,否,06
40,40,,仕翔工程工業有限公司,C製造業(輸送機械設備製造業),物體倒塌、崩塌,1,,,,仕翔工程工業有限公司;廠區之外廠A處,,,高雄市政府勞工局勞動檢查處,2018,2018-11-12,否,09
41,41,,頌恩營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,承恩建設股份有限公司,,承恩商務旅館新建工程,自擋土柱壓梁頂墜落至下方之地下室3樓樓板,2272,臺中市南屯區文心南路與文心南六路口,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-11-07,是,02
42,42,04477168,信商有限公司,N支援服務業(其他清潔服務業),墜落、滾落,1,-,,107-108年度全廠加熱爐設備乾冰清洗工程,烷化一場,2279,高雄市林園區石化三路9號,高雄市政府勞工局勞動檢查處,2018,2018-11-07,是,09
43,43,,信炫高週波熱處理有限公司,C製造業(金屬熱處理業),墜落、滾落,1,,,,信炫高週波熱處理有限公司,2279,高雄市仁武區興昌巷8之2號1樓,高雄市政府勞工局勞動檢查處,2018,2018-11-06,是,09
44,44,22496217,川傑實業有限公司龜山廠,C製造業(其他塑膠製品製造業),被夾、被捲,1,,22496217,,川傑實業有限公司編號第42號抽料機投料用之升降機,2268,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-11-03,否,01
45,45,,杰福工程有限公司,F營造業(其他專門營造業),墜落、滾落,1,文生開發股份有限公司,,台元科技園區八期新建工程,U棟地下1樓,2270,新竹縣竹北市惟馨街140號對面工地,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-11-01,是,01
46,46,,協升機械工程有限公司,F營造業(公用事業設施工程業),被夾、被捲,1,台灣電力股份有限公司(台中發電廠),,107年中8、6機空氣預熱器、脫硝設備、煙道及煙囪大修工作,臺中市龍井區麗水里龍昌路1號,,臺中市龍井區麗水里龍昌路1號,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-11-01,是,02
47,47,,中連汽車貨運股份有限公司新竹營業所,H運輸及倉儲業(汽車貨運業),衝撞,1,,,,新竹縣竹北市港安街一段168號,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-10-31,否,01
48,48,,謝○○(即忠豐基2號),A農、林、漁、牧業(漁撈業),溺斃,1,,,,烏石港外海3.2浬,,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-10-30,否,01
49,49,,蘇○○(即慶營塑膠商行),C製造業(其他塑膠製品製造業),物體飛落,1,,,,廠內拌合機工作場所,,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-10-30,否,03
50,50,,薪揚廣告有限公司,M專業、科學及技術服務業(廣告業),墜落、滾落,1,曾○○,,廣告帆布設計、製作、張掛作業,中油旁便利商店頂樓,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-10-29,否,01
51,51,28590338,營峰企業有限公司,F營造業(),墜落、滾落,1,汯岳建設有限公司,24506042,高雄市三民區新都段89地號大樓新建工程,建築物北側高度約16.65公尺之施工架斜籬,,高雄市三民區遼北街-美都路300巷,高雄市政府勞工局勞動檢查處,2018,2018-10-28,是,09
52,52,,巧貹機械有限公司,F營造業(其他專門營造業),溺斃,2,,,107至108年度中二、八、九、六、三機靜水池及進口暗渠道設備大修工作,台灣電力股份有限公司(台中發電廠)西南側中二機渠道出水口,,臺中市龍井區麗水里龍昌路1號,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-27,是,02
53,53,24738177,連順發有限公司,G批發及零售業(其他建材批發業),被夾、被捲,1,,,,,,,新北市政府勞動檢查處,2018,2018-10-27,否,05
54,54,23893930,穩郝佳企業有限公司,G批發及零售業(其他機械器具批發業),火災,1,華城加油站有限公司,89327768,購買加油機及安裝工程,第一加油島,,新北市新店區安康路1段319號,新北市政府勞動檢查處,2018,2018-10-24,是,05
55,55,F120714896,林○○,F營造業(其他專門營造業),墜落、滾落,1,郭○○○,Y200155342,民宅裝修工程,地上3樓開口,2267,,新北市政府勞動檢查處,2018,2018-10-23,否,05
56,56,,快捷利數位影像科技有限公司,M專業、科學及技術服務業(廣告業),墜落、滾落,1,晶華企業有限公司,,外牆廣告帆布拆裝及正面燈箱更換工程,鐵皮屋頂上,,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-10-20,否,03
57,57,,陳○○,A農、林、漁、牧業(內陸養殖業),感電,1,,,,右側產業道路上之架空高壓電線,,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-10-18,否,03
58,58,08506642,南誠實業股份有限公司武慶維修廠,S其他服務業(汽車維修業),墜落、滾落,1,-,,-,車輛與劉員自升降機之三樓墜落至一樓,2279,高雄市鳳山區輜汽北一路15-1號,高雄市政府勞工局勞動檢查處,2018,2018-10-18,是,09
59,59,,劉OO,F營造業(整地、基礎及結構工程業),墜落、滾落,1,建興裕有限公司,,屋頂鐵皮翻新工程,在高度9.1公尺廠房屋頂作業踏穿鐵皮板墜落至地面,2272,臺中市霧峰區五福西路288號,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-17,是,02
60,60,,黃○○(即集立廣告社),M專業、科學及技術服務業(廣告業),墜落、滾落,1,巨豐旅館管理顧問股份有限公司,,廣告帆布製作及安裝工程,交叉路口旁空地之施工架處,,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-10-17,否,03
61,61,28802425,宏尚景觀營造有限公司,N支援服務業(其他清潔服務業),被撞,1,無,,中工處一般勞務作業工作107年2月至108年1月-D苗栗,國道1號北上128K內側車道,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-16,否,02
62,62,34202841,榮成紙業股份有限公司,C製造業(紙漿製造業),墜落、滾落,1,,,,彰化縣二林鎮廣興里廣興巷1-1號,2273,彰化縣二林鎮廣興里廣興巷1-1號,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-16,是,02
63,63,41312127,洪OO（即宥瑀工程行）,F營造業(建築工程業),墜落、滾落,1,洪OO（即宥瑀工程行）,,屋頂漏水修繕及增建工程,高雄市仁武區工業二路17巷68弄18號之廠房2樓,2279,高雄市仁武區工業二路17巷68弄18號,高雄市政府勞工局勞動檢查處,2018,2018-10-12,是,09
64,64,22068550,佳欣樹脂股份有限公司,C製造業(未分類其他化學製品製造業),墜落、滾落,1,,,,該公司攪拌區,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-11,否,02
65,65,24595608,立浤工程有限公司,C製造業(產業用機械設備維修及安裝業),被撞,1,萬海航運股份有限公司(台中港貨櫃集散站),11395000,貨櫃維修作業,萬海航運股份有限公司(台中港貨櫃集散站),,臺中市梧棲區中南一路2段757號,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-10,是,02
66,66,38983945,甘OO(即承富土木包工業),F營造業(建物完工裝修工程業),墜落、滾落,1,尚翌建設有限公司,54790608,大和莊園二期新建工程,罹災者自D棟4樓露臺施工架工作臺墜落，並經由4樓露臺女兒牆上方之開口掉落至高差約8公尺之第2層露臺樓板上，造成頭胸腹部鈍挫傷，多重器官損傷，導致死亡。,2271,苗栗縣苑裡鎮苗45線與鎮安七路口,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-06,是,02
67,67,,王O霖,F營造業(建物完工裝修工程業),墜落、滾落,1,尚翌建設有限公司,,大和莊園二期新建工程,4樓露臺女兒牆,,苗栗縣苑裡鎮苗45線與鎮安七街口,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-06,是,02
68,68,,信榮營造工程有限公司,F營造業(建築工程業),其他交通事故,1,財團法人中華民國佛教慈濟慈善事業基金會,,慈濟減災希望工程-苗栗公館國中援建工程,警衛室旁靠近學府巷出入口處,2271,苗栗縣公館鄉館中村大同路3號,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-10-05,是,02
69,69,,合一營造有限公司,F營造業(建築工程業),物體飛落,2,興皇建設有限公司,,興皇建設屏東市勝興段16戶B棟集合住宅新建工程,本工程住戶編號B5之1樓頂版澆置作業處,2280,屏東縣屏東市廣東路與大同北路路口,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-10-03,是,03
70,70,,三新紡織股份有限公司 ,C製造業(其他紡織品製造業),墜落、滾落,1,-,,-,廠內織布整理間之上方風管拆除開口處,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-10-03,否,03
71,71,,張OO,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,沈OO,,沈OO民宅室內修繕工程,頂樓女兒牆,,,桃園市政府勞動檢查處,2018,2018-10-03,否,06
72,72,45900126,華海運輸股份有限公司,H運輸及倉儲業(汽車貨運業),物體飛落,1,,,,高雄港63號碼頭,,,高雄市政府勞工局勞動檢查處,2018,2018-10-02,否,09
73,73,,上濠企業股份有限公司,C製造業(平板玻璃及其製品製造業),物體倒塌、崩塌,1,,,,,,,新北市政府勞動檢查處,2018,2018-10-01,否,05
74,74,77075247,正大堆高機行,N支援服務業(營造用機械設備租賃業),被撞,1,江興鍛壓工業股份有限公司,52604255,肘節式沖床之安裝起重作業,-,2272,,臺中市勞動檢查處,2018,2018-09-29,否,07
75,75,,莊OO(即浲大工業社),F營造業(建物完工裝修工程業),墜落、滾落,1,陳OO (自然人),,陳OO等四人商場新建工程,本工程2樓樓版電梯開口處,2276,嘉義市西區中興路191號附近,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-09-28,是,03
76,76,81826903,林OO(即順明工程行),F營造業(其他專門營造業),物體倒塌、崩塌,1,林OO,,基隆市信二路213號2至4樓整修工程,基隆市信義區信二路217巷3號廢棄建築物,,基隆市信義區信二路217巷3號,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-09-26,是,01
77,77,23706845,戴○○(即東興企業社 ),F營造業(其他專門營造業),墜落、滾落,1,,08382190,白鐵花架增高修繕工程,德士凸輪股份有限公司碼頭花架區,2268,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-09-25,否,01
78,78,,熊敏營造有限公司,F營造業(建築工程業),物體倒塌、崩塌,1,振榮開發股份有限公司,,振榮開發四十戶住宅新建工程,施工便道旁的開挖區,2275,雲林縣斗南鎮明昌路230巷內,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-09-25,是,02
79,79,,黃OO(即誠讚行),H運輸及倉儲業(汽車貨運業),墜落、滾落,1,富本橡膠工業股份有限公司,,,維豐橡膠股份有限公司前方石筍埤圳內之邊坡上,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-09-25,否,02
80,80,,順新清潔有限公司,N支援服務業(建築物一般清潔服務業),墜落、滾落,1,三希管理委員會,,無,三希大樓乙棟,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-09-25,否,02
81,81,無,-,F營造業(建物完工裝修工程業),墜落、滾落,1,藏和建設股份有限公司,無,芎蕉案（高雄市楠梓區芎蕉段88、89、90地號）,B棟2樓之工作台,,高雄市楠梓區創新路與芎林二街口,高雄市政府勞工局勞動檢查處,2018,2018-09-25,是,09
82,82,,被撞:甲聖工業股份有限公司 (罹災人數:1),C製造業(鋼鐵鑄造業),被撞,1,,,,甲聖工業股份有限公司,,,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-09-23,否,02
83,83,54255388,嘉福開發股份有限公司,F營造業(建築工程業),墜落、滾落,1,嘉福開發股份有限公司,54853531,嘉福開發股份有限公司住宅新建工程,建築物編號B20棟第4樓之樓梯間,2283,宜蘭縣員山鄉賢德路2段92巷5號對面工區,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-09-21,是,01
84,84,43876760 ,根基營造股份有限公司,F營造業(建築工程業),物體飛落,1,冠德建設股份有限公司,30900892 ,（107建017）冠德建設松山區民生段拾壹層辦公大樓新建工程,地面鐵板彈飛壓砸致死,2266,臺北市松山區敦化北路313巷旁,臺北市勞動檢查處,2018,2018-09-20,是,04
85,85,11166999,正和鋼鐵股份有限公司 ,C製造業(其他金屬加工處理業),被撞,1,,11166999,,正和鋼鐵股份有限公司廠房第四棟出貨區,2268,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-09-19,否,01
86,86,24390844 ,捷凱物流股份有限公司,H運輸及倉儲業(汽車貨運業),被夾、被捲,1,超秦企業股份有限公司,02634682,,水源市場後門,2266,,臺北市勞動檢查處,2018,2018-09-14,否,04
87,87,,易昇鋼鐵股份有限公司,C製造業(其他金屬加工處理業),,1,,,廠房修繕-屋頂集水槽防漏工程,東側鐵架上通道離地面約達13公尺,,臺南市永康區經中路11號,,2018,2018-09-12,是,
88,88,65279920,長岡化工股份有限公司,C製造業(肥料及氮化合物製造業),墜落、滾落,1,-,-,廠房修繕工程,長岡化工股份有限公司原料儲區屋頂,2276,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-09-11,否,03
89,89,15693212,楊○○（即翔昇工程行）,C製造業(產業用機械設備維修及安裝業),物體飛落,1,-,,中國鋼鐵股份有限公司 No.4/6/8 RH VESSEL 下部槽切換一組工程,中國鋼鐵股份有限公司W3煉鋼廠,,,高雄市政府勞工局勞動檢查處,2018,2018-09-10,否,09
90,90,,鄭OO(即育全工程行),C製造業(產業用機械設備維修及安裝業),物體倒塌、崩塌,2,台灣中油股份有限公司液化天然氣工程處,,L10101計畫台中廠至烏溪隔離站26吋陸上輸氣管線工程,在深約2.5公尺之管溝從事焊接作業，因土石崩塌遭掩埋,2273,台17線12K+830,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-09-08,是,02
91,91,,格全食品工業股份有限公司花蓮分公司,C製造業(屠宰業),被夾、被捲,1,,,,,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-09-07,否,01
92,92,84445344,信福航業股份有限公司,H運輸及倉儲業(海洋水運業),墜落、滾落,1,,,,基隆港西15號碼頭處,2265,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-09-06,否,01
93,93,,瑞助營造股份有限公司,F營造業(建築工程業),感電,1,台灣自來水股份有限公司南區工程處,,自來水員工訓練園區興建工程,本工程之E棟1樓C2柱模板組立處,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-09-06,否,03
94,94,54363892,正方倉儲實業股份有限公司,H運輸及倉儲業(其他運輸輔助業),其他交通事故,1,,,,馥利威貨櫃場,,基隆市暖暖區源遠路124之8號,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-09-04,是,01
95,95,80119753,炘權企業有限公司,C製造業(未分類其他基本金屬製造業),墜落、滾落,1,-,,-,-,,,臺中市勞動檢查處,2018,2018-09-04,否,07
96,96,,鄭○○,F營造業(其他專門營造業),溺斃,1,屏東縣枋寮鄉北勢寮養殖漁業生產區管理委員會,,海水供應站沉砂池水下清淤工程,海水供應站沉砂池,,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-09-03,否,03
97,97,,達欣工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,維春商業開發股份有限公司,,永紅大直B3商場旅館新建工程,於屋突R1(11樓)升降機直井內墜落至地下四樓機坑,2266,臺北市中山區植福路189號對面工地,臺北市勞動檢查處,2018,2018-08-30,是,04
98,98,13117566,昌峯興業有限公司,G批發及零售業(其他建材批發業),被夾、被捲,1,,,,,,,新北市政府勞動檢查處,2018,2018-08-28,否,05
99,99,,何○○(即大順衛生工程行),F營造業(冷凍、空調及管道工程業),感電,1,佳陞建設股份有限公司,,排水管路疏通作業,新竹縣竹北市嘉興三街22號2樓之2陽台,,,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-08-25,否,01
100,100,13020964,宏彰工程有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,泰安食品股份有限公司,86899664,泰安食品(股)公司屏東場廠房二次施作工程,本工程1樓電器室,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-08-25,否,03
101,101,,壹東實業股份有限公司,C製造業(金屬表面處理業),感電,1,,,,壹東實業股份有限公司二廠FCL懸吊式烤漆生產線第二道噴房門外,2279,高雄市小港區大業南路18號,高雄市政府勞工局勞動檢查處,2018,2018-08-23,是,09
102,102,6551281,臺南市東山區吉貝耍國民小學,P教育業(),墜落、滾落,1,-,-,-,臺南市東山區吉貝耍國民小學八卦樓廁所屋頂塑膠採光罩,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-08-22,否,03
103,103,,陳OO,A農、林、漁、牧業(果樹栽培業),跌倒,1,-,,-,果園旁,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2018,2018-08-22,否,03
104,104,11367406,泛亞工程建設股份有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,3,桃園國際機場股份有限公司、交通部高速公路局,,第C009標臺灣桃園國際機場WC滑行道遷建及雙線化工程,桃園市大園區桃園機場航站北路1號環場西路旁,2268,桃園市大園區桃園機場航站北路1號環場西路旁,勞動部職業安全衛生署北區職業安全衛生中心,2018,2018-08-21,是,01
105,105,,建埕營造有限公司,F營造業(其他土木工程業),被刺、割、擦傷,1,台灣電力股份有限公司核能火力發電工程處中部施工處,,通霄電廠更新擴建計畫廢棄物暫存區(一)及(二)新建工程,345KV開關場區之廢棄物暫存區1b工區,2271,苗栗縣通霄鎮海濱路1號,勞動部職業安全衛生署中區職業安全衛生中心,2018,2018-08-21,是,02
